transaction_id,account_id,transaction_date,transaction_type,amount,description,counterparty,location,method
TXN_3D716D8B,CUST_0038_ACC_1,2025-06-18,ATM_Withdrawal,2321.18,Online purchase,"Moore, Evans and Owen",,Branch
TXN_D98D3CF6,CUST_0038_ACC_1,2025-06-15,ACH_Debit,4094.28,Medical payment,,,Electronic
TXN_8D913CB1,CUST_0038_ACC_1,2025-07-18,Wire_Transfer,4523.39,ATM withdrawal,,,Electronic
TXN_E77F6783,CUST_0038_ACC_1,2025-07-15,ATM_Withdrawal,510.17,Education payment,,,Electronic
TXN_CB82A6CE,CUST_0038_ACC_1,2025-05-22,Wire_Transfer,4410.11,ATM withdrawal,,,Mobile
TXN_DE589D9A,CUST_0038_ACC_1,2025-04-08,Direct_Deposit,3894.12,Grocery purchase,,,ATM
TXN_742890D1,CUST_0038_ACC_1,2025-02-20,Check_Deposit,951.49,Insurance payment,Hunt-Burns,,Electronic
TXN_11F0225F,CUST_0038_ACC_1,2025-07-12,Direct_Deposit,2550.49,Medical payment,,,Branch
TXN_6CFBF49A,CUST_0038_ACC_1,2025-04-29,Check_Deposit,4330.56,Utility bill,,,Mobile
TXN_30731D49,CUST_0038_ACC_1,2025-05-15,Check_Deposit,2761.15,Education payment,,Branch_Westside_Plaza,Electronic
TXN_00B03321,CUST_0038_ACC_1,2025-04-20,Wire_Transfer,266.59,Auto loan payment,,,ATM
TXN_54D8D87F,CUST_0038_ACC_1,2025-06-19,Wire_Transfer,3344.31,Rent payment,,,Online
TXN_34345FF6,CUST_0038_ACC_1,2025-06-28,Check_Deposit,3060.62,Salary deposit,"Lopez, Mccoy and Davis",,Electronic
TXN_1518FBC4,CUST_0038_ACC_1,2025-05-06,Check_Deposit,2873.44,Auto loan payment,,,Electronic
TXN_2E6683AB,CUST_0038_ACC_1,2025-07-28,Debit_Purchase,3291.88,Medical payment,,,Branch
TXN_E898766A,CUST_0038_ACC_1,2025-06-04,Online_Transfer,1757.16,Bill payment,,,Online
TXN_A5E283D0,CUST_0038_ACC_1,2025-05-30,ACH_Debit,3607.11,Gas station,,,Electronic
TXN_B484EEB3,CUST_0038_ACC_1,2025-06-11,ATM_Withdrawal,4800.65,Grocery purchase,,,Electronic
TXN_91F00BB6,CUST_0038_ACC_1,2025-07-20,Wire_Transfer,45.8,Education payment,,,Electronic
TXN_5F58DEAB,CUST_0038_ACC_1,2025-05-08,Wire_Transfer,2250.12,Insurance payment,"Warren, Roberts and Kim",,Online
TXN_3DE7F4FD,CUST_0038_ACC_1,2025-07-16,Online_Transfer,29.37,Bill payment,,,Online
TXN_07A328E2,CUST_0038_ACC_1,2025-04-29,ACH_Credit,2228.99,Restaurant,Joyce Ltd,,Mobile
TXN_3A9BED44,CUST_0038_ACC_1,2025-07-15,ACH_Debit,2696.81,Restaurant,,Branch_Downtown_Main,Online
TXN_F88F824C,CUST_0038_ACC_1,2025-07-04,ACH_Credit,1200.74,Gas station,,,Electronic
TXN_3250FD45,CUST_0038_ACC_1,2025-05-08,ATM_Withdrawal,181.07,Credit card payment,,,ATM
TXN_B5E89577,CUST_0038_ACC_1,2025-03-28,Online_Transfer,408.16,Insurance payment,,Branch_Westside_Plaza,Electronic
TXN_178BE29D,CUST_0038_ACC_1,2025-02-11,Online_Transfer,3723.84,Bill payment,,Branch_Downtown_Main,Online
TXN_2B81E44E,CUST_0038_ACC_1,2025-02-16,Direct_Deposit,1298.43,Education payment,Palmer PLC,,Mobile
TXN_79CFA2AE,CUST_0038_ACC_1,2025-04-20,Wire_Transfer,846.82,Gas station,,Branch_Northgate_Mall,Branch
TXN_1D5B15DD,CUST_0038_ACC_1,2025-02-20,ATM_Withdrawal,1746.41,Education payment,,Branch_Southpark_Ave,Mobile
TXN_89BB32DB,CUST_0038_ACC_1,2025-06-01,Online_Transfer,403.76,Investment transfer,"Hess, Kelly and Richards",Branch_Airport_Terminal,Mobile
TXN_7A297386,CUST_0038_ACC_1,2025-06-21,Debit_Purchase,1156.27,Education payment,,,ATM
TXN_F34770DC,CUST_0038_ACC_1,2025-02-05,Wire_Transfer,1707.66,Rent payment,,Branch_Eastside_Center,Electronic
TXN_E4343429,CUST_0038_ACC_1,2025-06-16,Direct_Deposit,1735.03,Investment transfer,,,Mobile
TXN_EB531618,CUST_0038_ACC_1,2025-04-27,Debit_Purchase,1659.26,Utility bill,,,Branch
TXN_23043D45,CUST_0038_ACC_1,2025-06-24,Online_Transfer,3943.01,Rent payment,,,Electronic
TXN_FDC51CBD,CUST_0038_ACC_1,2025-07-04,ACH_Credit,4724.16,Insurance payment,,,ATM
TXN_5020D0F4,CUST_0038_ACC_1,2025-02-11,Wire_Transfer,2562.01,Gas station,Mcdowell-Evans,,ATM
TXN_2FD36A9F,CUST_0038_ACC_1,2025-05-19,Online_Transfer,498.47,Grocery purchase,,Branch_Westside_Plaza,ATM
TXN_DAF98EAD,CUST_0039_ACC_1,2025-04-25,ACH_Debit,2336.0,Restaurant,,,Mobile
TXN_3A2ED3E5,CUST_0039_ACC_1,2025-06-03,Wire_Transfer,4307.28,Investment transfer,,,Branch
TXN_8A641E1B,CUST_0039_ACC_1,2025-05-26,Online_Transfer,889.35,Credit card payment,,,Online
TXN_DA6F1E78,CUST_0039_ACC_1,2025-03-22,ACH_Debit,213.1,Education payment,,,Branch
TXN_D08E314D,CUST_0039_ACC_1,2025-07-27,ACH_Credit,3063.06,Utility bill,Clark Inc,,Online
TXN_A2401AF0,CUST_0039_ACC_1,2025-06-17,ATM_Withdrawal,1618.88,Restaurant,,,Electronic
TXN_409C7A84,CUST_0039_ACC_1,2025-05-22,Check_Deposit,4012.03,Medical payment,,,ATM
TXN_88AD14D6,CUST_0039_ACC_1,2025-07-09,Online_Transfer,2714.85,Rent payment,,Branch_Westside_Plaza,ATM
TXN_125F2849,CUST_0039_ACC_1,2025-02-22,Check_Deposit,2896.94,Investment transfer,,,Electronic
TXN_0CEB150C,CUST_0039_ACC_1,2025-05-10,Online_Transfer,951.61,Rent payment,Foster Inc,Branch_Downtown_Main,Mobile
TXN_D763F01C,CUST_0039_ACC_1,2025-03-05,ACH_Credit,4055.86,Auto loan payment,,,Online
TXN_9AB6A50B,CUST_0039_ACC_1,2025-04-29,ATM_Withdrawal,2948.0,Medical payment,,,Branch
TXN_59B88177,CUST_0040_ACC_1,2025-06-07,Direct_Deposit,1914.55,Grocery purchase,,,Branch
TXN_E0047A6C,CUST_0040_ACC_1,2025-07-09,Online_Transfer,1621.17,Online purchase,,,ATM
TXN_E0A56977,CUST_0040_ACC_1,2025-07-26,Check_Deposit,2323.38,Grocery purchase,"Swanson, Turner and Li",Branch_Eastside_Center,ATM
TXN_F3A61946,CUST_0040_ACC_1,2025-05-25,Check_Deposit,4544.22,Bill payment,,,Online
TXN_728F755B,CUST_0040_ACC_1,2025-06-07,Direct_Deposit,312.75,Rent payment,,,Mobile
TXN_79413370,CUST_0040_ACC_1,2025-07-26,Check_Deposit,3628.56,Investment transfer,,Branch_Suburban_Center,ATM
TXN_21D2791F,CUST_0040_ACC_1,2025-06-04,Debit_Purchase,1554.93,Salary deposit,,,Branch
TXN_82F9B6D1,CUST_0040_ACC_1,2025-06-27,Debit_Purchase,1485.86,Online purchase,,,ATM
TXN_2D8C1D4A,CUST_0040_ACC_1,2025-02-18,ATM_Withdrawal,2999.04,Bill payment,,,Online
TXN_25F9DAF0,CUST_0040_ACC_1,2025-02-27,ATM_Withdrawal,3901.69,Auto loan payment,,,Online
TXN_B43F78C6,CUST_0040_ACC_1,2025-03-09,Debit_Purchase,1549.69,Credit card payment,,,Branch
TXN_DFD9283C,CUST_0040_ACC_1,2025-06-29,Wire_Transfer,4794.58,Insurance payment,,,ATM
TXN_6EBF3505,CUST_0040_ACC_1,2025-06-08,Wire_Transfer,4674.66,Bill payment,,,Online
TXN_C0B16E20,CUST_0040_ACC_1,2025-03-08,Debit_Purchase,3235.84,Rent payment,Clark Ltd,,Mobile
TXN_41B10977,CUST_0041_ACC_1,2025-03-01,Check_Deposit,2805.44,Credit card payment,Graham Ltd,,Mobile
TXN_0D39C4CC,CUST_0041_ACC_1,2025-07-07,Online_Transfer,4306.38,Bill payment,,,ATM
TXN_FC0F4776,CUST_0041_ACC_1,2025-05-10,Check_Deposit,2001.72,Credit card payment,Turner Group,,Mobile
TXN_789E6DBC,CUST_0041_ACC_1,2025-03-01,Check_Deposit,3161.43,Restaurant,Johnson-Martin,,Branch
TXN_0FCDA89B,CUST_0041_ACC_1,2025-03-02,Debit_Purchase,3467.59,Online purchase,"Wallace, Washington and Smith",,Mobile
TXN_51A4C930,CUST_0041_ACC_1,2025-04-24,Wire_Transfer,4516.32,ATM withdrawal,,,Mobile
TXN_DA763EE7,CUST_0041_ACC_1,2025-03-18,Debit_Purchase,3731.95,Mortgage payment,,Branch_Airport_Terminal,Electronic
TXN_4C397DA7,CUST_0041_ACC_1,2025-03-28,ATM_Withdrawal,4125.91,ATM withdrawal,,,Branch
TXN_537EE117,CUST_0041_ACC_1,2025-07-02,Check_Deposit,1330.48,Medical payment,,,ATM
TXN_57C28D19,CUST_0041_ACC_1,2025-04-14,Direct_Deposit,1505.06,Restaurant,Smith-Mccoy,,Branch
TXN_8F3B56ED,CUST_0041_ACC_1,2025-06-11,ACH_Credit,3993.12,Rent payment,,Branch_University_District,Mobile
TXN_DF3EC0BD,CUST_0041_ACC_1,2025-07-29,ACH_Debit,566.08,Medical payment,,,Mobile
TXN_93442207,CUST_0041_ACC_1,2025-07-05,ATM_Withdrawal,364.83,Education payment,,Branch_Southpark_Ave,Electronic
TXN_712273BE,CUST_0041_ACC_1,2025-06-15,ACH_Credit,1645.81,Gas station,,,Electronic
TXN_3BF3ADEE,CUST_0041_ACC_1,2025-05-21,ACH_Credit,3514.55,Investment transfer,,,Online
TXN_441C416B,CUST_0041_ACC_1,2025-05-13,Wire_Transfer,3056.9,Mortgage payment,,,Mobile
TXN_52147048,CUST_0041_ACC_1,2025-03-27,ACH_Credit,1657.82,Online purchase,,,Online
TXN_95D3A9DE,CUST_0041_ACC_1,2025-05-01,ATM_Withdrawal,4455.07,Salary deposit,,,Mobile
TXN_18A4A15A,CUST_0041_ACC_1,2025-05-01,Online_Transfer,4566.93,Investment transfer,"Hardy, Mcconnell and Stein",,ATM
TXN_F2BAA09B,CUST_0041_ACC_1,2025-07-09,Debit_Purchase,3589.34,ATM withdrawal,Klein PLC,,ATM
TXN_34EF3CB1,CUST_0041_ACC_1,2025-02-06,Check_Deposit,3719.25,Gas station,"Stewart, Brown and Orozco",,Branch
TXN_D80598E5,CUST_0041_ACC_1,2025-04-19,Debit_Purchase,2335.98,Restaurant,,Branch_Northgate_Mall,Branch
TXN_E44A0C05,CUST_0041_ACC_1,2025-04-29,ACH_Credit,3367.19,Grocery purchase,,,Mobile
TXN_716FEC7D,CUST_0041_ACC_1,2025-05-03,Debit_Purchase,4128.82,Medical payment,,,Electronic
TXN_0321A0C6,CUST_0041_ACC_1,2025-07-22,Check_Deposit,3724.28,Insurance payment,,,ATM
TXN_F851DF06,CUST_0041_ACC_1,2025-04-06,Check_Deposit,3268.92,Investment transfer,"Graham, Martin and Barber",Branch_Southpark_Ave,Online
TXN_B9CFB2CE,CUST_0041_ACC_1,2025-04-28,ACH_Credit,1659.33,ATM withdrawal,,,Online
TXN_A9DB57FE,CUST_0041_ACC_1,2025-04-22,ATM_Withdrawal,1062.34,Rent payment,"Robinson, Stout and Morgan",,Online
TXN_27C01148,CUST_0041_ACC_1,2025-05-22,Debit_Purchase,2051.3,Online purchase,,Branch_Westside_Plaza,Mobile
TXN_12B18CD3,CUST_0041_ACC_1,2025-07-04,Wire_Transfer,2220.16,Insurance payment,,,Electronic
TXN_74DDB1D2,CUST_0041_ACC_1,2025-06-01,Wire_Transfer,2008.57,Bill payment,,,Mobile
TXN_BD9FA727,CUST_0041_ACC_1,2025-02-26,ACH_Credit,856.51,Mortgage payment,Sharp-Myers,,Electronic
TXN_765421A8,CUST_0041_ACC_1,2025-04-19,Direct_Deposit,1407.77,Bill payment,,,Electronic
TXN_7934B028,CUST_0041_ACC_1,2025-07-22,Wire_Transfer,813.89,Credit card payment,,,ATM
TXN_8D3890D7,CUST_0042_ACC_1,2025-05-31,Wire_Transfer,365.12,Rent payment,,Branch_Northgate_Mall,Online
TXN_AC7A07D0,CUST_0042_ACC_1,2025-04-08,ATM_Withdrawal,2215.71,Insurance payment,,Branch_Southpark_Ave,Branch
TXN_2A0B0076,CUST_0042_ACC_1,2025-04-29,Debit_Purchase,1019.13,Rent payment,Howell LLC,,ATM
TXN_342F4CA5,CUST_0042_ACC_1,2025-06-07,Debit_Purchase,2783.63,Insurance payment,,,ATM
TXN_A0C34FCE,CUST_0042_ACC_1,2025-02-18,ACH_Credit,4746.74,Restaurant,,,Electronic
TXN_B1E4197D,CUST_0042_ACC_1,2025-04-30,Check_Deposit,4382.37,Education payment,,,ATM
TXN_36F9AB5C,CUST_0042_ACC_1,2025-03-06,ACH_Credit,2933.64,Credit card payment,Obrien Inc,,Online
TXN_3B563C42,CUST_0042_ACC_1,2025-06-25,ATM_Withdrawal,1656.75,Auto loan payment,Torres-Clark,,Branch
TXN_05B4BC09,CUST_0042_ACC_1,2025-02-11,ACH_Debit,4063.4,Gas station,Howard LLC,,Mobile
TXN_92D36C84,CUST_0042_ACC_1,2025-04-08,Wire_Transfer,2477.76,Rent payment,,Branch_Downtown_Main,Online
TXN_12B68403,CUST_0042_ACC_1,2025-03-03,Direct_Deposit,351.16,Online purchase,,,Branch
TXN_66D141DC,CUST_0042_ACC_1,2025-07-02,Direct_Deposit,2276.04,Auto loan payment,,,Online
TXN_F235BA47,CUST_0042_ACC_1,2025-07-14,Check_Deposit,599.0,Grocery purchase,,,Electronic
TXN_A3A58749,CUST_0042_ACC_1,2025-02-08,Direct_Deposit,3578.23,Utility bill,,,Online
TXN_1A6B48F4,CUST_0042_ACC_1,2025-02-14,Check_Deposit,2633.57,Auto loan payment,Wilson-Perez,,Mobile
TXN_2AF5D756,CUST_0042_ACC_1,2025-05-15,Online_Transfer,1381.86,ATM withdrawal,,,Electronic
TXN_99E4C9E9,CUST_0042_ACC_1,2025-05-01,ACH_Credit,3923.08,Rent payment,,,Mobile
TXN_1AF48C19,CUST_0042_ACC_1,2025-07-31,ACH_Credit,4576.54,Auto loan payment,Hammond-Carrillo,,Branch
TXN_FF6C1958,CUST_0042_ACC_1,2025-05-14,ATM_Withdrawal,2775.17,Credit card payment,Castaneda PLC,,ATM
TXN_9012D98C,CUST_0042_ACC_1,2025-05-22,Wire_Transfer,3156.84,Insurance payment,,Branch_University_District,ATM
TXN_032A0778,CUST_0042_ACC_1,2025-02-21,ACH_Credit,1134.84,Mortgage payment,,,Online
TXN_FD8535C1,CUST_0042_ACC_1,2025-02-12,ACH_Credit,3313.5,Rent payment,,,Mobile
TXN_CCBED68B,CUST_0042_ACC_1,2025-07-23,Wire_Transfer,3509.49,Mortgage payment,,,Online
TXN_30AB82DB,CUST_0042_ACC_1,2025-06-26,Wire_Transfer,2637.86,Auto loan payment,,,ATM
TXN_32847284,CUST_0042_ACC_1,2025-07-26,Direct_Deposit,4342.95,Investment transfer,,Branch_Northgate_Mall,ATM
TXN_1FC86D01,CUST_0042_ACC_1,2025-06-19,Wire_Transfer,4263.92,Insurance payment,,,Electronic
TXN_E744D520,CUST_0042_ACC_1,2025-07-28,Check_Deposit,2202.91,Grocery purchase,,,Online
TXN_B2DAD909,CUST_0042_ACC_1,2025-06-23,Debit_Purchase,1148.7,Credit card payment,"Casey, Meza and Colon",,Mobile
TXN_95EAA179,CUST_0042_ACC_1,2025-02-10,Direct_Deposit,4803.56,ATM withdrawal,,,Branch
TXN_AC587124,CUST_0042_ACC_1,2025-02-21,ACH_Credit,3297.58,Rent payment,,,Branch
TXN_0D43BB12,CUST_0042_ACC_1,2025-05-27,Direct_Deposit,2215.16,Auto loan payment,Bartlett and Sons,,Online
TXN_DFC6FF1F,CUST_0042_ACC_1,2025-06-14,Wire_Transfer,1238.18,Auto loan payment,"Alexander, Hunter and Oconnor",Branch_Airport_Terminal,ATM
TXN_AEAE7D1D,CUST_0042_ACC_1,2025-02-20,Online_Transfer,3582.41,ATM withdrawal,"Cox, Fuentes and Martinez",,ATM
TXN_E65C56C0,CUST_0042_ACC_1,2025-03-11,ATM_Withdrawal,4112.93,Salary deposit,Hammond-Smith,,Branch
TXN_46A230BE,CUST_0042_ACC_1,2025-07-03,Online_Transfer,4271.63,Mortgage payment,,Branch_Suburban_Center,Mobile
TXN_D4881740,CUST_0042_ACC_1,2025-04-29,Direct_Deposit,3471.99,Gas station,Wagner-Miller,,Online
TXN_156D63AD,CUST_0042_ACC_1,2025-04-11,ACH_Debit,2732.78,Online purchase,,,Online
TXN_ED3C6926,CUST_0042_ACC_1,2025-06-18,Direct_Deposit,3155.66,Auto loan payment,,Branch_Southpark_Ave,Mobile
TXN_7BCDEFB3,CUST_0042_ACC_1,2025-04-08,ACH_Debit,4591.42,Auto loan payment,"Sanchez, Mullins and Moreno",,ATM
TXN_C8B5DDB5,CUST_0042_ACC_1,2025-06-24,ACH_Credit,1577.94,Grocery purchase,,,ATM
TXN_A913D907,CUST_0042_ACC_1,2025-02-27,Debit_Purchase,1831.65,Grocery purchase,,,Branch
TXN_8CC13022,CUST_0042_ACC_1,2025-04-21,Debit_Purchase,3711.55,Utility bill,,,Mobile
TXN_225BF193,CUST_0042_ACC_1,2025-07-18,Direct_Deposit,2947.84,ATM withdrawal,Crane-Black,Branch_Airport_Terminal,ATM
TXN_33F89827,CUST_0042_ACC_1,2025-06-05,Direct_Deposit,956.52,Bill payment,Ramos Inc,,Electronic
TXN_0FE3CF0B,CUST_0042_ACC_1,2025-06-12,ATM_Withdrawal,3058.22,ATM withdrawal,,,Electronic
TXN_4CA90839,CUST_0042_ACC_1,2025-05-07,Debit_Purchase,1479.47,Education payment,Miller LLC,Branch_Financial_District,ATM
TXN_2235F367,CUST_0043_ACC_1,2025-04-16,Check_Deposit,2630.97,Education payment,,,Online
TXN_09AC2EDB,CUST_0043_ACC_1,2025-06-22,Check_Deposit,2393.0,Utility bill,Brown-Malone,Branch_Suburban_Center,Electronic
TXN_9D62827B,CUST_0043_ACC_1,2025-06-01,ACH_Debit,3895.85,Online purchase,,,Online
TXN_A326F66E,CUST_0043_ACC_1,2025-05-29,ACH_Credit,4979.11,Investment transfer,,,ATM
TXN_E3DE033A,CUST_0043_ACC_1,2025-07-15,ACH_Debit,3944.92,Rent payment,,,ATM
TXN_5249FBE8,CUST_0043_ACC_1,2025-02-13,ACH_Debit,828.36,Investment transfer,"Whitney, Lloyd and Liu",,Electronic
TXN_E219E689,CUST_0043_ACC_1,2025-07-28,ATM_Withdrawal,3955.16,Gas station,,,Online
TXN_0397A0C1,CUST_0043_ACC_1,2025-04-19,Direct_Deposit,815.1,Gas station,,,Electronic
TXN_C3E416D8,CUST_0043_ACC_1,2025-07-12,Direct_Deposit,914.79,Grocery purchase,"Spencer, Torres and Newton",Branch_Financial_District,Mobile
TXN_03E9A124,CUST_0043_ACC_1,2025-07-16,Debit_Purchase,3857.23,Restaurant,Wilcox PLC,,Online
TXN_A28D4905,CUST_0043_ACC_1,2025-05-23,Debit_Purchase,2157.81,Bill payment,Graves Group,,ATM
TXN_6DF6A82B,CUST_0043_ACC_1,2025-05-29,Direct_Deposit,193.3,ATM withdrawal,,Branch_University_District,ATM
TXN_3B648E35,CUST_0043_ACC_1,2025-07-12,Debit_Purchase,1820.17,Restaurant,,,Mobile
TXN_8E754DBF,CUST_0043_ACC_1,2025-05-26,ATM_Withdrawal,2089.21,Insurance payment,,Branch_Westside_Plaza,Online
TXN_76202F07,CUST_0043_ACC_1,2025-05-25,Debit_Purchase,2188.6,Online purchase,,,Branch
TXN_87D6DE5A,CUST_0043_ACC_1,2025-04-23,Debit_Purchase,4034.26,Bill payment,Barron-Harrington,,Electronic
TXN_5C1235A6,CUST_0043_ACC_1,2025-04-16,Direct_Deposit,1306.67,Auto loan payment,,,ATM
TXN_F7C405B0,CUST_0043_ACC_1,2025-03-10,ATM_Withdrawal,1267.84,Salary deposit,,,Branch
TXN_76964A5B,CUST_0043_ACC_1,2025-03-29,Online_Transfer,1584.12,Insurance payment,,,Branch
TXN_2CFBA63A,CUST_0043_ACC_1,2025-02-09,Online_Transfer,3214.58,Rent payment,,,Branch
TXN_EE519376,CUST_0043_ACC_1,2025-04-04,Debit_Purchase,3681.2,Salary deposit,"Higgins, Hobbs and Meyer",,Branch
TXN_EBCB637B,CUST_0043_ACC_1,2025-05-11,Wire_Transfer,239.04,Medical payment,,,Branch
TXN_0DDF439C,CUST_0043_ACC_1,2025-03-13,Direct_Deposit,1898.71,ATM withdrawal,,,Online
TXN_8C44A1DD,CUST_0043_ACC_1,2025-05-06,Debit_Purchase,184.22,Insurance payment,,,Mobile
TXN_7049D89E,CUST_0043_ACC_1,2025-03-31,Online_Transfer,2754.62,ATM withdrawal,,,Mobile
TXN_D19BB3A5,CUST_0043_ACC_1,2025-04-05,ACH_Credit,1468.98,Mortgage payment,,,ATM
TXN_459F87AF,CUST_0043_ACC_1,2025-05-28,Online_Transfer,4469.45,Education payment,Johnson PLC,,Branch
TXN_309A34C2,CUST_0043_ACC_1,2025-05-20,Wire_Transfer,2106.54,Salary deposit,,,Online
TXN_82C6DDE5,CUST_0043_ACC_1,2025-03-18,ACH_Credit,518.48,Insurance payment,,,Online
TXN_49958553,CUST_0043_ACC_1,2025-06-22,Wire_Transfer,2043.52,Medical payment,"Henderson, Wagner and Dennis",Branch_Downtown_Main,Branch
TXN_39316962,CUST_0043_ACC_1,2025-07-04,ACH_Debit,1646.01,ATM withdrawal,Sims-Gomez,,Electronic
TXN_F6DB7471,CUST_0043_ACC_1,2025-02-11,Check_Deposit,4495.54,Medical payment,,,Electronic
TXN_6D7AF1A6,CUST_0043_ACC_1,2025-05-31,Check_Deposit,1665.6,Rent payment,,Branch_Westside_Plaza,Mobile
TXN_C52172A5,CUST_0043_ACC_1,2025-02-25,Direct_Deposit,2939.51,Restaurant,,,Branch
TXN_16AEDC85,CUST_0043_ACC_1,2025-03-28,Debit_Purchase,4369.78,Restaurant,,,Mobile
TXN_6826558C,CUST_0043_ACC_1,2025-06-15,ATM_Withdrawal,2377.54,Bill payment,,Branch_Suburban_Center,Online
TXN_C5EA93C1,CUST_0044_ACC_1,2025-04-25,Direct_Deposit,2675.21,Credit card payment,Trujillo PLC,,Branch
TXN_30EF3C7C,CUST_0044_ACC_1,2025-05-15,Debit_Purchase,190.61,Salary deposit,,,Electronic
TXN_2807523D,CUST_0044_ACC_1,2025-07-13,Debit_Purchase,1340.59,Credit card payment,,,Online
TXN_3ED7C920,CUST_0044_ACC_1,2025-05-26,Direct_Deposit,1448.04,Auto loan payment,,,Branch
TXN_F2FE974D,CUST_0044_ACC_1,2025-05-09,ACH_Credit,1253.65,Utility bill,"Hall, Evans and Estrada",,Online
TXN_5EDD931A,CUST_0044_ACC_1,2025-06-29,Debit_Purchase,4858.07,Restaurant,"Chambers, Klein and Stone",,ATM
TXN_1B79B9CE,CUST_0044_ACC_1,2025-03-19,Direct_Deposit,4303.94,Auto loan payment,Black-Lee,,Electronic
TXN_83EEEAC8,CUST_0044_ACC_1,2025-06-23,Debit_Purchase,2824.53,Grocery purchase,,,Branch
TXN_B74B0E89,CUST_0044_ACC_1,2025-04-25,ATM_Withdrawal,4621.19,ATM withdrawal,Dawson Group,,ATM
TXN_61FE0500,CUST_0044_ACC_1,2025-02-17,ACH_Credit,3030.25,Education payment,,,Electronic
TXN_ED9840A7,CUST_0044_ACC_1,2025-02-14,Debit_Purchase,2494.02,Investment transfer,,Branch_University_District,Mobile
TXN_0557E499,CUST_0044_ACC_1,2025-07-12,Wire_Transfer,3871.29,Medical payment,,,ATM
TXN_719CB079,CUST_0044_ACC_1,2025-04-29,Wire_Transfer,341.9,Mortgage payment,,,Mobile
TXN_1BFAD5E5,CUST_0044_ACC_1,2025-04-24,Online_Transfer,704.41,Bill payment,,Branch_Northgate_Mall,Online
TXN_7A7F1BB7,CUST_0044_ACC_1,2025-04-10,ACH_Credit,1844.26,Investment transfer,"Powell, Hansen and Maxwell",,Online
TXN_BC63ABB0,CUST_0046_ACC_1,2025-07-09,ACH_Credit,2236.45,Online purchase,,,Mobile
TXN_884E0124,CUST_0046_ACC_1,2025-05-19,Check_Deposit,819.97,Grocery purchase,"Henderson, Alexander and Galvan",,ATM
TXN_CB2B9DED,CUST_0046_ACC_1,2025-05-02,Debit_Purchase,1742.43,Restaurant,,,Electronic
TXN_9D9B69EC,CUST_0046_ACC_1,2025-07-28,Online_Transfer,3394.21,Education payment,Thomas and Sons,,Electronic
TXN_46E9ADBB,CUST_0046_ACC_1,2025-05-01,Online_Transfer,3713.3,ATM withdrawal,Anderson-Bush,,Online
TXN_D36F4562,CUST_0046_ACC_1,2025-07-08,Online_Transfer,218.23,Grocery purchase,,,Online
TXN_279F8E71,CUST_0046_ACC_1,2025-02-24,ACH_Debit,2802.39,Online purchase,,,Electronic
TXN_9357B348,CUST_0046_ACC_1,2025-03-13,Check_Deposit,1216.95,Online purchase,Johnson-Moore,,Branch
TXN_99ECD1D7,CUST_0046_ACC_1,2025-05-14,ACH_Debit,3114.93,Restaurant,,,ATM
TXN_31DC7DBB,CUST_0046_ACC_1,2025-07-18,ACH_Credit,723.13,Medical payment,,,Online
TXN_EAF6D678,CUST_0046_ACC_1,2025-02-24,ATM_Withdrawal,2064.31,Gas station,Rodriguez-Wood,,Online
TXN_90CC410C,CUST_0046_ACC_1,2025-03-27,Wire_Transfer,1224.06,Grocery purchase,,,Mobile
TXN_FDF5F621,CUST_0046_ACC_1,2025-05-08,Wire_Transfer,375.99,ATM withdrawal,,,ATM
TXN_864ACFEC,CUST_0046_ACC_1,2025-02-24,Check_Deposit,207.17,Credit card payment,,,Electronic
TXN_8ED13ED8,CUST_0046_ACC_1,2025-03-29,ATM_Withdrawal,3525.16,Auto loan payment,,,Branch
TXN_6C7A6303,CUST_0046_ACC_1,2025-04-11,Wire_Transfer,1780.64,Utility bill,Tucker-Moody,,Online
TXN_234FD266,CUST_0046_ACC_1,2025-02-28,ACH_Credit,3602.29,Investment transfer,,,ATM
TXN_748AA358,CUST_0046_ACC_1,2025-05-20,Check_Deposit,1039.21,Education payment,,,Online
TXN_C4E5CB0E,CUST_0046_ACC_1,2025-02-11,ACH_Debit,3930.53,Utility bill,Small-Lewis,,ATM
TXN_5504B8C5,CUST_0046_ACC_1,2025-06-30,Debit_Purchase,106.95,Credit card payment,,,Mobile
TXN_6882B178,CUST_0046_ACC_1,2025-05-01,ACH_Credit,4383.6,Gas station,,,Electronic
TXN_60992D39,CUST_0046_ACC_1,2025-02-25,Wire_Transfer,1710.5,Utility bill,,,Online
TXN_98706126,CUST_0046_ACC_1,2025-04-06,ACH_Credit,4080.87,ATM withdrawal,,,Mobile
TXN_48E44603,CUST_0046_ACC_1,2025-07-09,ACH_Credit,314.21,Bill payment,,,Electronic
TXN_460F55FC,CUST_0046_ACC_1,2025-04-19,ACH_Debit,130.12,Credit card payment,"Collins, Chavez and Morgan",Branch_Suburban_Center,Online
TXN_7BBE1856,CUST_0046_ACC_1,2025-04-11,Debit_Purchase,2691.33,Auto loan payment,"Bass, Anderson and Taylor",,ATM
TXN_DD2585D3,CUST_0046_ACC_1,2025-05-28,Direct_Deposit,2743.9,Credit card payment,Contreras-Hernandez,,ATM
TXN_AB64276E,CUST_0046_ACC_1,2025-06-14,Wire_Transfer,1459.8,Online purchase,,Branch_Downtown_Main,Online
TXN_3406876E,CUST_0046_ACC_1,2025-02-19,Debit_Purchase,2721.26,Investment transfer,,Branch_Westside_Plaza,Branch
